"NBR name", "new name"
"Læringsverkstedet barnehage Avd Solkollen Skatval", "Læringsverkstedet barnehage avd. Solkollen Skatval"
"Maurtua Bhg AS", "Maurtuabarnehageas"
"Nasse Nøff familiebarnehage AS", "Nasse Nøff familiebarnehage"
"Sagatun barnehage AS", "Sagatun barnehage"
"Stjørdal Menighets barnehage", "Stjørdal menighets barnehage"
"Toppen Familiebarnehage Eiketoppen", "Toppen familiebarnehage Eiketoppen"
"Toppen Familiebarnehage Furutoppen", "Toppen familiebarnehage Furutoppen"
"Toppen Familiebarnehage Grantoppen", "Toppen familiebarnehage Grantoppen"
"Kvamtoppen barnehage Kunst og Natur", "Kvamtoppen barnehage Kunst og natur"
"Abra Cadabra barnehage AS", "Abra Cadabra barnehage"
"Barnas Moa AS", "Barnas Moa"
"Bruse barnehage SA", "Bruse barnehage"
"Kårstua barnehage AS", "Kårstua barnehage"
"Læringsverkstedet barnehage Avd Nesset Solkollen barnehage", "Læringsverkstedet barnehage avd. Nesset Solkollen barnehage"
"Momarka barnehage Avd Momarka", "Momarka barnehage avd. Momarka"
"Mossingan familiebarnehage Ans", "Mossingan familiebarnehage"
"Munkeby Gård- og naturbarnehage SA", "Munkeby gård- og naturbarnehage"
"Nord Studentsamskipnad Avd Røstad barnehage", "Nord Studentsamskipnad avd. Røstad barnehage"
"Nord Studentsamskipnad Avd Trimia barnehage", "Nord Studentsamskipnad avd. Trimia barnehage"
"Vårtun Kristne oppvekstsenter - barnehage SA", "Vårtun Kristne oppvekstsenter - barnehage"
"Elvegården barnehage AS", "Elvegården barnehage"
"Forbregd-Lein barnehage", "Forbregd-lein barnehage"
"Lekekroken barnehage AS", "Lekekroken barnehage"
"Læringsverkstedet barnehage Avd Knøttene", "Læringsverkstedet barnehage avd. Knøttene"
"Læringsverkstedet barnehage Avd Havfrua", "Læringsverkstedet barnehage avd. Havfrua"
"Melakollen barnehage SA", "Melakollen barnehage"
"Stiklestad Gård- og friluftsbarnehage AS", "Stiklestad gård- og friluftsbarnehage"
"Snåsa barnehage Avd Breide", "Snåsa barnehage avd. Breide"
"Snåsa barnehage Avd Vinjebakken", "Snåsa barnehage avd. Vinjebakken"
"Snåsa montessoribarnehage SA", "Snåsa montessoribarnehage"
"Røyrvik oppvekstsenter Avdeling barnehage", "Røyrvik oppvekstsenter avd. barnehage"
"Harran oppvekstsenter Avdeling barnehage", "Harran oppvekstsenter avd. barnehage"
"Gammelstua friluftsbarnehage SA", "Gammelstua friluftsbarnehage"
"Eventyrskogen naturbarnehage AS", "Eventyrskogen naturbarnehage"
"Kribelin barnehage AS", "Kribelin barnehage"
"Markvoll familiebarnehage AS", "Markvoll familiebarnehage"
"Akrobaten - barnehage AS", "Akrobaten - barnehage"
"Borgly barnehage AS", "Borgly barnehage"
"Skaugdalen barnehage SA", "Skaugdalen barnehage"
"Steinvegen barnehage AS", "Steinvegen barnehage"
"Tryllefløyten musikkbarnehage AS", "Tryllefløyten musikkbarnehage"
"Tungtrø barnehage AS", "Tungtrø barnehage"
"Haugatun barnehage SA", "Haugatun barnehage"
"Labbetuss barnehage SA", "Labbetuss barnehage"
"Barman oppvekstsenter Avd barnehage", "Barman oppvekstsenter avd. barnehage"
"Hemnskjela oppvekstsenter Avdeling barnehage", "Hemnskjela oppvekstsenter avd. barnehage"
"Knarrlagsund oppvekstsenter Avd barnehage", "Knarrlagsund oppvekstsenter avd. barnehage"
"Kvenvær oppvekstsenter Avd barnehage", "Kvenvær oppvekstsenter avd. barnehage"
"Strand oppvekstsenter Avd barnehage", "Strand oppvekstsenter avd. barnehage"
"Læringsverkstedet barnehage Avd Opphaug Natur og gårdsbarnehage", "Læringsverkstedet barnehage avd. Opphaug natur og gårdsbarnehage"
"Læringsverkstedet barnehage Avd Ervika", "Læringsverkstedet barnehage avd. Ervika"
"Marihøna Musikk og friluftsbarnehage", "Marihøna musikk og friluftsbarnehage"
"Solblomsten steinerbarnehage", "Solblomsten Steinerbarnehage"
"Solkysten barnehage Avd Sandnes", "Solkysten barnehage avd. Sandnes"
"Solkysten barnehage Avd Lysøysund", "Solkysten barnehage avd. Lysøysund"
"Nlm barnehagene AS Avd Heggli barnehage", "NLM barnehagene avd. Heggli barnehage"
"Vik-Bessaker barnehage", "Vik-bessaker barnehage"
"Barnehage 1 AS Avd Strand", "Barnehage 1 avd. Strand"
"Barnehage 1 AS Avd Nøtteliten", "Barnehage 1 avd. Nøtteliten"
"Bergheim friluftsbarnehage AS", "Bergheim friluftsbarnehage"
"Bikuben friluftsbarnehage AS", "Bikuben friluftsbarnehage"
"Foldereid oppvekstsenter Avd barnehage", "Foldereid oppvekstsenter avd. barnehage"
"Gravvik oppvekstsenter Avd barnehage", "Gravvik oppvekstsenter avd. barnehage"
"Heimen barnehage AS", "Heimen barnehage"
"Heimtun barnehage AS", "Heimtun barnehage"
"Lilleval barnehage AS", "Lilleval barnehage"
"Ottersøy barnehage SA", "Ottersøy barnehage"
"Trio barnehager AS", "Trio barnehager"
"Bamsestua friluftsbarnehage SA", "Bamsestua friluftsbarnehage"
"Barnehagen Hundre SA", "Barnehagen Hundre"
"Berg barnehage SA", "Berg barnehage"
"Bjerkaker barnehage SA", "Bjerkaker barnehage"
"Bukkespranget naturbarnehage AS", "Bukkespranget naturbarnehage"
"Dalen familiebarnehage Da", "Dalen familiebarnehage"
"Ebeltoften familiebarnehage AS", "Ebeltoften familiebarnehage"
"Einerabben barnehage SA", "Einerabben barnehage"
"Ekrehagen friluftsbarnehage SA", "Ekrehagen friluftsbarnehage"
"Eventyrøya familiebarnehage Da", "Eventyrøya familiebarnehage"
"Guovssahas Mánáidgárdi (Samisk Barnehage)", "Guovssahas Mánáidgárdi (samisk barnehage)"
"Hamna friluftsbarnehage SA", "Hamna friluftsbarnehage"
"Hillesøyskolen Avd Sommarøy barnehage", "Hillesøyskolen avd. Sommarøy barnehage"
"Karveslettlia barnehage SA", "Karveslettlia barnehage"
"Kveldrovegen barnehage SA", "Kveldrovegen barnehage"
"Langnes Åpen barnehage", "Langnes åpen barnehage"
"Lekestua familiebarnehage AS", "Lekestua familiebarnehage"
"Læringsverkstedet barnehage Avd Fagertun barnehage", "Læringsverkstedet barnehage avd. Fagertun barnehage"
"Læringsverkstedet barnehage Avd Heimly", "Læringsverkstedet barnehage avd. Heimly"
"Læringsverkstedet barnehage Avd Haugenstykket", "Læringsverkstedet barnehage avd. Haugenstykket"
"Myrveien familiebarnehage AS", "Myrveien familiebarnehage"
"Rundvannet barnehage SA", "Rundvannet barnehage"
"Rødhette AS", "Rødhette"
"Skogstua barnehage SA", "Skogstua barnehage"
"Soldagen barnehage AS", "Soldagen barnehage"
"Steinberget barnehage SA", "Steinberget barnehage"
"Stiftelsen Kanutten Barnehage, Tromsø", "Stiftelsen Kanutten barnehage, Tromsø"
"Strandkanten Fus barnehage AS", "Strandkanten FUS barnehage"
"Tindfoten Fus barnehage AS", "Tindfoten FUS barnehage"
"Toftveien barnehage SA", "Toftveien barnehage"
"Virre Vapp familiebarnehage AS", "Virre Vapp familiebarnehage"
"Åsland barnehage SA", "Åsland barnehage"
"Bergsengveien familiebarnehage AS", "Bergsengveien familiebarnehage"
"Dalsletta barnehage SA", "Dalsletta barnehage"
"Fagerlia familiebarnehage AS", "Fagerlia familiebarnehage"
"Furuberget Fus aktivitetsbarnehage AS", "Furuberget FUS aktivitetsbarnehage"
"Gangsåstoppen barnehager Avd Byggeklossen", "Gangsåstoppen barnehager avd. Byggeklossen"
"Grønnebakkan andelsbarnehage SA", "Grønnebakkan andelsbarnehage"
"Heggen barnehager Avd Blåbærdalen", "Heggen barnehager avd. Blåbærdalen"
"Heggen barnehager Avd Sletta", "Heggen barnehager avd. Sletta"
"Heggen barnehager Avd Utsikten", "Heggen barnehager avd. Utsikten"
"Heggen barnehager Avd Gullhaugen", "Heggen barnehager avd. Gullhaugen"
"Holtet barnehage SA", "Holtet barnehage"
"Læringsverkstedet barnehage Avd Løvåsen", "Læringsverkstedet barnehage avd. Løvåsen"
"Læringsverkstedet barnehage Avd Kanebo", "Læringsverkstedet barnehage avd. Kanebo"
"Læringsverkstedet barnehage Avd Bygdestua", "Læringsverkstedet barnehage avd. Bygdestua"
"Nordhusan barnehager Avd Froskedammen", "Nordhusan barnehager avd. Froskedammen"
"Nordhusan barnehager Avd Hagebyen", "Nordhusan barnehager avd. Hagebyen"
"Nordhusan barnehager Avd Barnely", "Nordhusan barnehager avd. Barnely"
"Nordhusan barnehager Avd Bergseng", "Nordhusan barnehager avd. Bergseng"
"Nordhusan barnehager Avd Ervik", "Nordhusan barnehager avd. Ervik"
"Småtroll Harstad AS", "Småtroll Harstad"
"Sørhusan barnehager Avd Breivika", "Sørhusan barnehager avd. Breivika"
"Sørhusan barnehager Avd Fauskevåg", "Sørhusan barnehager avd. Fauskevåg"
"Sørhusan barnehager Avd Høgholtet", "Sørhusan barnehager avd. Høgholtet"
"Sørhusan barnehager Avd Gausvik", "Sørhusan barnehager avd. Gausvik"
"Sørhusan barnehager Avd Medkila", "Sørhusan barnehager avd. Medkila"
"Áltta Siida AS", "Áltta Siida"
"Bossekop barnehage AS", "Bossekop barnehage"
"Breverud barnehage AS", "Breverud barnehage"
"Holmen Gårds og naturbarnehage AS", "Holmen gårds og naturbarnehage"
"Imi barnehage Avd Bakkeveien", "Imi barnehage avd. Bakkeveien"
"Komsatoppen barnehage AS", "Komsatoppen barnehage"
"Langfjord steinerbarnehage", "Langfjord Steinerbarnehage"
"Læringsverkstedet barnehage Avd Tornerose barnehage", "Læringsverkstedet barnehage avd. Tornerose barnehage"
"Snehvit barnehage AS", "Snehvit barnehage"
"Sentrumbarnehage SA", "Sentrumbarnehage"
"Vadsø kommune Vestre Jakobselv oppvekstsenter Avd barnehage", "Vadsø kommune Vestre Jakobselv oppvekstsenter avd. barnehage"
"Fjordadalen Fus barnehage AS", "Fjordadalen FUS barnehage"
"Isbjørnhiet barnehage SA", "Isbjørnhiet barnehage"
"Røverhiet AS", "Røverhiet"
"Flesnes oppvekstsenter Avd barnehage", "Flesnes oppvekstsenter avd. barnehage"
"Vik oppvekstsenter Avdeling barnehage", "Vik oppvekstsenter avd. barnehage"
"Sandstrand oppvekstsenter Avd barnehage", "Sandstrand oppvekstsenter avd. barnehage"
"Vardobaiki AS Markomanak barnehage", "Vardobaiki Markomanak barnehage"
"N.G.S Montessori AS", "N.g.s Montessori"
"Bjørkeng oppvekstsenter Avd barnehage", "Bjørkeng oppvekstsenter avd. barnehage"
"Heggelia/Noraførr barnehage", "Heggelia/noraførr barnehage"
"Karlstad oppvekstsenter Avd barnehage", "Karlstad oppvekstsenter avd. barnehage"
"Mellembygd Kultur og oppvekstsenter Avd barnehage", "Mellembygd kultur og oppvekstsenter avd. barnehage"
"Bjørkli private barnehage SA", "Bjørkli private barnehage"
"Asphaugen friluftsbarnehage SA", "Asphaugen friluftsbarnehage"
"Nlm barnehagene AS Avd Heimly barnehage", "NLM barnehagene avd. Heimly barnehage"
"Laksvatn oppvekstsenter Avd barnehage", "Laksvatn oppvekstsenter avd. barnehage"
"Vannøy oppvekstsenter Avd Vannareid barnehage", "Vannøy oppvekstsenter avd. Vannareid barnehage"
"Lyngsdalen oppvekstsenter Avdeling barnehage", "Lyngsdalen oppvekstsenter avd. barnehage"
"Storfjord naturbarnehage AS", "Storfjord naturbarnehage"
"Hofsøy naturbarnehage AS", "Hofsøy naturbarnehage"
"Nordreisa Familiesenter/ åpen barnehage", "Nordreisa familiesenter/ åpen barnehage"
"Nordreisa menighetsbarnehage AS", "Nordreisa menighetsbarnehage"
"Oksfjord oppvekstsenter Avd barnehage", "Oksfjord oppvekstsenter avd. barnehage"
"Rotsundelv Barnehagedrift AS", "Rotsundelv barnehagedrift"
"Tømmernes Gårds- og naturbarnehage AS", "Tømmernes gårds- og naturbarnehage"
"Nuortamielli Mánáidgárdi AS", "Nuortamielli Mánáidgárdi"
"Sørvær oppvekstsenter Avdeling barnehage", "Sørvær oppvekstsenter avd. barnehage"
"Billefjord Sjøsamiske oppvekstsenter Avd Billefjord barnehage", "Billefjord Sjøsamiske oppvekstsenter avd. Billefjord barnehage"
"Østerbotn naturbarnehage AS", "Østerbotn naturbarnehage"
"Badjemánáid Beaiveruoktu SA", "Badjemánáid Beaiveruoktu"
"Lebesby oppvekstsenter Avdeling barnehage", "Lebesby oppvekstsenter avd. barnehage"
"Austertana oppvekstsenter Avdeling barnehage", "Austertana oppvekstsenter avd. barnehage"
"Boftsa oppvekstsenter Avdeling barnehage", "Boftsa oppvekstsenter avd. barnehage"
"Giellavealgu AS", "Giellavealgu"
"Nesseby oppvekstsenter Unjargga Oahppogaldu Avd barnehage", "Nesseby oppvekstsenter Unjargga Oahppogaldu avd. barnehage"
"Bjørnehiet familiebarnehage Liv-Judith Andersen", "Bjørnehiet familiebarnehage Liv-judith Andersen"
"Bugøynes oppvekstsenter Avd barnehage", "Bugøynes oppvekstsenter avd. barnehage"
"Jakobsnes oppvekstsenter Avd barnehage", "Jakobsnes oppvekstsenter avd. barnehage"
"Pasvik Oppvekstområde Avd barnehage", "Pasvik oppvekstområde avd. barnehage"
"Sør-Varanger montessoribarnehage AS", "Sør-varanger montessoribarnehage"
"Villaveien naturbarnehage SA", "Villaveien naturbarnehage"
